Warehouse_ID,Warehouse_Location,Product_ID,Initial_Inventory,Remaining_Inventory,Date
W007,Kolkata,P006,156667,156399,09-05-2023
W008,Bhubaneswar,P006,151949,151949,09-05-2023
W009,Patna,P006,154076,153560,09-05-2023
W007,Kolkata,P001,156285,156064,10-05-2023
W008,Bhubaneswar,P001,152635,152635,10-05-2023
W009,Patna,P001,148466,148466,10-05-2023
W007,Kolkata,P002,153178,153178,10-05-2023
W008,Bhubaneswar,P002,149988,149988,10-05-2023
W009,Patna,P002,152984,152766,10-05-2023
W007,Kolkata,P003,154256,153535,10-05-2023
W008,Bhubaneswar,P003,154569,154062,10-05-2023
W009,Patna,P003,146788,146788,10-05-2023
W007,Kolkata,P004,150305,149784,10-05-2023
W008,Bhubaneswar,P004,142405,142405,10-05-2023
W009,Patna,P004,147422,147422,10-05-2023
W007,Kolkata,P005,157230,157230,10-05-2023
W008,Bhubaneswar,P005,148032,147825,10-05-2023
W009,Patna,P005,149256,149037,10-05-2023
W007,Kolkata,P006,157631,157631,10-05-2023
W008,Bhubaneswar,P006,153181,151619,10-05-2023
W009,Patna,P006,154791,154318,10-05-2023
W007,Kolkata,P001,157411,157194,11-05-2023
W008,Bhubaneswar,P001,153982,153744,11-05-2023
W009,Patna,P001,149813,149374,11-05-2023
W007,Kolkata,P002,154300,154070,11-05-2023
W008,Bhubaneswar,P002,151110,151110,11-05-2023
W009,Patna,P002,153887,153887,11-05-2023
W007,Kolkata,P003,155139,155139,11-05-2023
W008,Bhubaneswar,P003,155666,155396,11-05-2023
W009,Patna,P003,148392,147875,11-05-2023
W007,Kolkata,P004,150977,150541,11-05-2023
W008,Bhubaneswar,P004,143597,143368,11-05-2023
W009,Patna,P004,148614,148614,11-05-2023
W007,Kolkata,P005,158673,158673,11-05-2023
W008,Bhubaneswar,P005,149267,148973,11-05-2023
W009,Patna,P005,150479,149998,11-05-2023
W007,Kolkata,P006,158796,158796,11-05-2023
W008,Bhubaneswar,P006,152783,152783,11-05-2023
W009,Patna,P006,155482,155223,11-05-2023
W007,Kolkata,P001,158348,158146,12-05-2023
W008,Bhubaneswar,P001,154897,154597,12-05-2023
W009,Patna,P001,150527,150527,12-05-2023
W007,Kolkata,P002,155305,155035,12-05-2023
W008,Bhubaneswar,P002,152345,152345,12-05-2023
W009,Patna,P002,155121,154891,12-05-2023
W007,Kolkata,P003,156328,156328,12-05-2023
W008,Bhubaneswar,P003,156585,156363,12-05-2023
W009,Patna,P003,149063,148248,12-05-2023
W007,Kolkata,P004,152019,151808,12-05-2023
W008,Bhubaneswar,P004,144846,144846,12-05-2023
W009,Patna,P004,150091,149235,12-05-2023
W007,Kolkata,P005,159743,159743,12-05-2023
W008,Bhubaneswar,P005,150043,150043,12-05-2023
W009,Patna,P005,151068,150839,12-05-2023
W007,Kolkata,P006,160086,159594,12-05-2023
W008,Bhubaneswar,P006,154073,154073,12-05-2023
W009,Patna,P006,156512,156512,12-05-2023
W007,Kolkata,P001,159788,159788,13-05-2023
W008,Bhubaneswar,P001,156238,155974,13-05-2023
W009,Patna,P001,152168,151227,13-05-2023
W007,Kolkata,P002,156510,156286,13-05-2023
W008,Bhubaneswar,P002,153819,153519,13-05-2023
W009,Patna,P002,156365,156105,13-05-2023
W007,Kolkata,P003,157644,157344,13-05-2023
W008,Bhubaneswar,P003,157679,157128,13-05-2023
W009,Patna,P003,149564,149564,13-05-2023
W007,Kolkata,P004,153153,152911,13-05-2023
W008,Bhubaneswar,P004,146191,146191,13-05-2023
W009,Patna,P004,150580,150362,13-05-2023
W007,Kolkata,P005,160947,160663,13-05-2023
W008,Bhubaneswar,P005,151246,151000,13-05-2023
W009,Patna,P005,152042,151772,13-05-2023
W007,Kolkata,P006,160640,160162,13-05-2023
W008,Bhubaneswar,P006,155119,154596,13-05-2023
W009,Patna,P006,157557,157088,13-05-2023
W007,Kolkata,P001,161201,160703,14-05-2023
W008,Bhubaneswar,P001,157386,157386,14-05-2023
W009,Patna,P001,152639,152428,14-05-2023
W007,Kolkata,P002,157838,157838,14-05-2023
W008,Bhubaneswar,P002,155070,155070,14-05-2023
W009,Patna,P002,157656,157436,14-05-2023
W007,Kolkata,P003,158795,158795,14-05-2023
W008,Bhubaneswar,P003,158579,157931,14-05-2023
W009,Patna,P003,151014,150763,14-05-2023
W007,Kolkata,P004,154277,153574,14-05-2023
W008,Bhubaneswar,P004,147557,147557,14-05-2023
W009,Patna,P004,151728,151728,14-05-2023
W007,Kolkata,P005,162194,162194,14-05-2023
W008,Bhubaneswar,P005,152530,152530,14-05-2023
W009,Patna,P005,153302,153097,14-05-2023
W007,Kolkata,P006,161425,161197,14-05-2023
W008,Bhubaneswar,P006,155858,155858,14-05-2023
W009,Patna,P006,158350,157614,14-05-2023
W007,Kolkata,P001,162365,162365,15-05-2023
W008,Bhubaneswar,P001,159048,158549,15-05-2023
W009,Patna,P001,154090,154090,15-05-2023
W007,Kolkata,P002,159285,159285,15-05-2023
W008,Bhubaneswar,P002,156517,155977,15-05-2023
W009,Patna,P002,158882,158671,15-05-2023
W007,Kolkata,P003,160357,160357,15-05-2023
W008,Bhubaneswar,P003,159493,159273,15-05-2023
W009,Patna,P003,152324,152324,15-05-2023
W007,Kolkata,P004,154689,154689,15-05-2023
W008,Bhubaneswar,P004,148672,148460,15-05-2023
W009,Patna,P004,152842,152842,15-05-2023
W007,Kolkata,P005,163330,163123,15-05-2023
W008,Bhubaneswar,P005,153665,152841,15-05-2023
W009,Patna,P005,154232,153987,15-05-2023
W007,Kolkata,P006,162326,162053,15-05-2023
W008,Bhubaneswar,P006,156987,156987,15-05-2023
W009,Patna,P006,158742,158527,15-05-2023
W007,Kolkata,P001,163861,163616,16-05-2023
W008,Bhubaneswar,P001,160045,159758,16-05-2023
W009,Patna,P001,155586,154762,16-05-2023
W007,Kolkata,P002,160315,160032,16-05-2023
W008,Bhubaneswar,P002,157006,157006,16-05-2023
W009,Patna,P002,159700,159429,16-05-2023
W007,Kolkata,P003,161992,161549,16-05-2023
W008,Bhubaneswar,P003,160907,160689,16-05-2023
W009,Patna,P003,153958,153958,16-05-2023
W007,Kolkata,P004,156043,156043,16-05-2023
W008,Bhubaneswar,P004,149813,149541,16-05-2023
W009,Patna,P004,154195,154195,16-05-2023
W007,Kolkata,P005,164721,164721,16-05-2023
W008,Bhubaneswar,P005,154439,154140,16-05-2023
W009,Patna,P005,155584,155584,16-05-2023
W007,Kolkata,P006,163252,163252,16-05-2023
W008,Bhubaneswar,P006,158185,157722,16-05-2023
W009,Patna,P006,159725,159725,16-05-2023
W007,Kolkata,P001,164616,164378,17-05-2023
W008,Bhubaneswar,P001,160758,160473,17-05-2023
W009,Patna,P001,155762,155209,17-05-2023
W007,Kolkata,P002,161278,160782,17-05-2023
W008,Bhubaneswar,P002,158252,157971,17-05-2023
W009,Patna,P002,160675,160675,17-05-2023
W007,Kolkata,P003,162551,162350,17-05-2023
W008,Bhubaneswar,P003,161690,161425,17-05-2023
W009,Patna,P003,154959,154255,17-05-2023
W007,Kolkata,P004,157616,157062,17-05-2023
W008,Bhubaneswar,P004,151113,150892,17-05-2023
W009,Patna,P004,155767,155283,17-05-2023
W007,Kolkata,P005,166283,165986,17-05-2023
W008,Bhubaneswar,P005,155702,155406,17-05-2023
W009,Patna,P005,157146,157146,17-05-2023
W007,Kolkata,P006,164860,164860,17-05-2023
W008,Bhubaneswar,P006,159330,159330,17-05-2023
W009,Patna,P006,161333,161333,17-05-2023
W007,Kolkata,P001,165635,164877,18-05-2023
W008,Bhubaneswar,P001,161729,161441,18-05-2023
W009,Patna,P001,156465,156465,18-05-2023
W007,Kolkata,P002,162275,161822,18-05-2023
W008,Bhubaneswar,P002,159463,158959,18-05-2023
W009,Patna,P002,162167,161445,18-05-2023
W007,Kolkata,P003,163688,163688,18-05-2023
W008,Bhubaneswar,P003,162763,162468,18-05-2023
W009,Patna,P003,155593,155331,18-05-2023
W007,Kolkata,P004,158576,158315,18-05-2023
W008,Bhubaneswar,P004,152406,152406,18-05-2023
W009,Patna,P004,156796,156573,18-05-2023
W007,Kolkata,P005,167419,166887,18-05-2023
W008,Bhubaneswar,P005,156839,156558,18-05-2023
W009,Patna,P005,158579,158320,18-05-2023
W007,Kolkata,P006,166433,166433,18-05-2023
W008,Bhubaneswar,P006,160903,160624,18-05-2023
W009,Patna,P006,162905,162659,18-05-2023
W007,Kolkata,P001,166056,165801,19-05-2023
W008,Bhubaneswar,P001,162619,162372,19-05-2023
W009,Patna,P001,157643,156857,19-05-2023
W007,Kolkata,P002,163425,163225,19-05-2023
W008,Bhubaneswar,P002,160561,160561,19-05-2023
W009,Patna,P002,163047,163047,19-05-2023
W007,Kolkata,P003,164857,164574,19-05-2023
W008,Bhubaneswar,P003,163636,163373,19-05-2023
W009,Patna,P003,156499,155972,19-05-2023
W007,Kolkata,P004,159638,159638,19-05-2023
W008,Bhubaneswar,P004,153728,153494,19-05-2023
W009,Patna,P004,157895,157629,19-05-2023
W007,Kolkata,P005,168364,168364,19-05-2023
W008,Bhubaneswar,P005,158035,157802,19-05-2023
W009,Patna,P005,159797,159797,19-05-2023
W007,Kolkata,P006,167965,167764,19-05-2023
W008,Bhubaneswar,P006,162156,161895,19-05-2023
W009,Patna,P006,164190,164190,19-05-2023
W007,Kolkata,P001,167354,167124,20-05-2023
W008,Bhubaneswar,P001,163924,163924,20-05-2023
W009,Patna,P001,158409,158409,20-05-2023
W007,Kolkata,P002,164613,164340,20-05-2023
W008,Bhubaneswar,P002,161948,161721,20-05-2023
W009,Patna,P002,164434,164139,20-05-2023
W007,Kolkata,P003,165652,165418,20-05-2023
W008,Bhubaneswar,P003,164451,164451,20-05-2023
W009,Patna,P003,157050,156847,20-05-2023
W007,Kolkata,P004,160669,159953,20-05-2023
W008,Bhubaneswar,P004,154525,153276,20-05-2023
W009,Patna,P004,158659,158428,20-05-2023
W007,Kolkata,P005,169883,169883,20-05-2023
W008,Bhubaneswar,P005,159321,159043,20-05-2023
W009,Patna,P005,161316,161316,20-05-2023
W007,Kolkata,P006,168839,168609,20-05-2023
W008,Bhubaneswar,P006,162970,162129,20-05-2023
W009,Patna,P006,165264,165019,20-05-2023
W007,Kolkata,P001,168709,168457,21-05-2023
W008,Bhubaneswar,P001,165508,164961,21-05-2023
W009,Patna,P001,159993,159563,21-05-2023
W007,Kolkata,P002,165342,165342,21-05-2023
W008,Bhubaneswar,P002,162723,162723,21-05-2023
W009,Patna,P002,165141,165141,21-05-2023
W007,Kolkata,P003,166984,166984,21-05-2023
W008,Bhubaneswar,P003,166017,166017,21-05-2023
W009,Patna,P003,158412,158412,21-05-2023
W007,Kolkata,P004,161026,160745,21-05-2023
W008,Bhubaneswar,P004,154349,154349,21-05-2023
W009,Patna,P004,159501,158679,21-05-2023
W007,Kolkata,P005,171464,170969,21-05-2023
W008,Bhubaneswar,P005,160623,160324,21-05-2023
W009,Patna,P005,162896,162157,21-05-2023
W007,Kolkata,P006,169936,169936,21-05-2023
W008,Bhubaneswar,P006,163455,163455,21-05-2023
W009,Patna,P006,166345,166345,21-05-2023
W007,Kolkata,P001,170081,169573,22-05-2023
W008,Bhubaneswar,P001,166584,166584,22-05-2023
W009,Patna,P001,161186,161186,22-05-2023
W007,Kolkata,P002,166847,166638,22-05-2023
W008,Bhubaneswar,P002,164228,163945,22-05-2023
W009,Patna,P002,166646,165987,22-05-2023
W007,Kolkata,P003,168184,167452,22-05-2023
W008,Bhubaneswar,P003,167216,167002,22-05-2023
W009,Patna,P003,159611,159106,22-05-2023
W007,Kolkata,P004,161932,161655,22-05-2023
W008,Bhubaneswar,P004,155536,155321,22-05-2023
W009,Patna,P004,159865,159641,22-05-2023
W007,Kolkata,P005,172532,172022,22-05-2023
W008,Bhubaneswar,P005,161887,161624,22-05-2023
W009,Patna,P005,163720,163487,22-05-2023
W007,Kolkata,P006,171180,171180,22-05-2023
W008,Bhubaneswar,P006,164699,164699,22-05-2023
W009,Patna,P006,167589,167589,22-05-2023
W007,Kolkata,P001,171223,171223,23-05-2023
W008,Bhubaneswar,P001,168233,168019,23-05-2023
W009,Patna,P001,162835,161335,23-05-2023
W007,Kolkata,P002,167763,167543,23-05-2023
W008,Bhubaneswar,P002,165070,165070,23-05-2023
W009,Patna,P002,167112,166863,23-05-2023
W007,Kolkata,P003,169070,168788,23-05-2023
W008,Bhubaneswar,P003,168620,168355,23-05-2023
W009,Patna,P003,160723,160232,23-05-2023
W007,Kolkata,P004,163092,162341,23-05-2023
W008,Bhubaneswar,P004,156758,156509,23-05-2023
W009,Patna,P004,161078,160355,23-05-2023
W007,Kolkata,P005,173648,173092,23-05-2023
W008,Bhubaneswar,P005,163250,162957,23-05-2023
W009,Patna,P005,165112,164893,23-05-2023
W007,Kolkata,P006,172342,172342,23-05-2023
W008,Bhubaneswar,P006,165861,165562,23-05-2023
W009,Patna,P006,168751,168211,23-05-2023
W007,Kolkata,P001,172353,172353,24-05-2023
W008,Bhubaneswar,P001,169149,169149,24-05-2023
W009,Patna,P001,162464,162186,24-05-2023
W007,Kolkata,P002,169135,169135,24-05-2023
W008,Bhubaneswar,P002,166661,166382,24-05-2023
W009,Patna,P002,168454,168454,24-05-2023
W007,Kolkata,P003,170198,170198,24-05-2023
W008,Bhubaneswar,P003,169764,169361,24-05-2023
W009,Patna,P003,161641,161429,24-05-2023
W007,Kolkata,P004,163768,163768,24-05-2023
W008,Bhubaneswar,P004,157936,157686,24-05-2023
W009,Patna,P004,161781,161287,24-05-2023
W007,Kolkata,P005,174127,173920,24-05-2023
W008,Bhubaneswar,P005,163992,163514,24-05-2023
W009,Patna,P005,165927,165459,24-05-2023
W007,Kolkata,P006,173605,173605,24-05-2023
W008,Bhubaneswar,P006,166825,166573,24-05-2023
W009,Patna,P006,169474,169474,24-05-2023
W007,Kolkata,P001,173949,173949,25-05-2023
W008,Bhubaneswar,P001,170745,170745,25-05-2023
W009,Patna,P001,163781,163325,25-05-2023
W007,Kolkata,P002,170493,170200,25-05-2023
W008,Bhubaneswar,P002,167740,167163,25-05-2023
W009,Patna,P002,169812,169038,25-05-2023
W007,Kolkata,P003,171566,171566,25-05-2023
W008,Bhubaneswar,P003,170728,170262,25-05-2023
W009,Patna,P003,162796,162796,25-05-2023
W007,Kolkata,P004,165102,165102,25-05-2023
W008,Bhubaneswar,P004,159019,158495,25-05-2023
W009,Patna,P004,162620,162620,25-05-2023
W007,Kolkata,P005,175516,175516,25-05-2023
W008,Bhubaneswar,P005,165110,164597,25-05-2023
W009,Patna,P005,167055,167055,25-05-2023
W007,Kolkata,P006,174815,174596,25-05-2023
W008,Bhubaneswar,P006,167783,167034,25-05-2023
W009,Patna,P006,170683,170154,25-05-2023
W007,Kolkata,P001,175502,175502,26-05-2023
W008,Bhubaneswar,P001,172298,171784,26-05-2023
W009,Patna,P001,164878,164665,26-05-2023
W007,Kolkata,P002,171819,171352,26-05-2023
W008,Bhubaneswar,P002,168782,168782,26-05-2023
W009,Patna,P002,170657,170444,26-05-2023
W007,Kolkata,P003,172845,172619,26-05-2023
W008,Bhubaneswar,P003,171540,171301,26-05-2023
W009,Patna,P003,164074,163798,26-05-2023
W007,Kolkata,P004,166582,166582,26-05-2023
W008,Bhubaneswar,P004,159975,159708,26-05-2023
W009,Patna,P004,164099,163863,26-05-2023
W007,Kolkata,P005,176735,176522,26-05-2023
W008,Bhubaneswar,P005,165815,165815,26-05-2023
W009,Patna,P005,168273,167297,26-05-2023
W007,Kolkata,P006,176093,176093,26-05-2023
W008,Bhubaneswar,P006,168531,168279,26-05-2023
W009,Patna,P006,171651,171651,26-05-2023
W007,Kolkata,P001,177065,176500,27-05-2023
W008,Bhubaneswar,P001,173346,172910,27-05-2023
W009,Patna,P001,166227,165983,27-05-2023
W007,Kolkata,P002,172829,172548,27-05-2023
W008,Bhubaneswar,P002,170259,169752,27-05-2023
W009,Patna,P002,171921,171921,27-05-2023
W007,Kolkata,P003,173827,173827,27-05-2023
W008,Bhubaneswar,P003,172509,172209,27-05-2023
W009,Patna,P003,165005,164416,27-05-2023
W007,Kolkata,P004,167879,167879,27-05-2023
W008,Bhubaneswar,P004,161005,160779,27-05-2023
W009,Patna,P004,165159,164661,27-05-2023
W007,Kolkata,P005,177541,177541,27-05-2023
W008,Bhubaneswar,P005,166834,166834,27 05 2023
W009,Patna,P005,168315,168049,27-05-2023
W007,Kolkata,P006,177100,176630,27-05-2023
W008,Bhubaneswar,P006,169285,169285,27-05-2023
W009,Patna,P006,172657,172446,27-05-2023
W007,Kolkata,P001,177616,177616,28-05-2023
W008,Bhubaneswar,P001,174026,174026,28-05-2023
W009,Patna,P001,167098,165865,28-05-2023
W007,Kolkata,P002,174012,174012,28-05-2023
W008,Bhubaneswar,P002,171216,171216,28-05-2023
W009,Patna,P002,173384,173172,28-05-2023
W007,Kolkata,P003,175020,174468,28-05-2023
W008,Bhubaneswar,P003,173402,173402,28-05-2023
W009,Patna,P003,165609,165609,28-05-2023
W007,Kolkata,P004,168957,168672,28-05-2023
W008,Bhubaneswar,P004,161857,161616,28-05-2023
W009,Patna,P004,165738,165270,28-05-2023
W007,Kolkata,P005,178979,178716,28-05-2023
W008,Bhubaneswar,P005,168272,168044,28-05-2023
W009,Patna,P005,169487,169487,28 05 2023
W007,Kolkata,P006,178110,177330,28-05-2023
W008,Bhubaneswar,P006,170765,170301,28-05-2023
W009,Patna,P006,173925,173925,28-05-2023
W007,Kolkata,P001,178887,178645,29-05-2023
W008,Bhubaneswar,P001,175297,175026,29-05-2023
W009,Patna,P001,167135,166423,29-05-2023
W007,Kolkata,P002,175651,175421,29-05-2023
W008,Bhubaneswar,P002,172854,172309,29-05-2023
W009,Patna,P002,174810,174528,29-05-2023
W007,Kolkata,P003,175786,175538,29-05-2023
W008,Bhubaneswar,P003,174720,174505,29-05-2023
W009,Patna,P003,166927,166646,29-05-2023
W007,Kolkata,P004,170254,170010,29-05-2023
W008,Bhubaneswar,P004,163197,162945,29-05-2023
W009,Patna,P004,166851,166851,29-05-2023
W007,Kolkata,P005,179757,179757,29-05-2023
W008,Bhubaneswar,P005,169085,168526,29-05-2023
W009,Patna,P005,170527,170527,29-05-2023
W007,Kolkata,P006,178646,178646,29-05-2023
W008,Bhubaneswar,P006,171617,171322,29-05-2023
W009,Patna,P006,175240,174767,29-05-2023
W007,Kolkata,P001,179708,179708,30-05-2023
W008,Bhubaneswar,P001,176089,176089,30-05-2023
W009,Patna,P001,167485,167248,30-05-2023
W007,Kolkata,P002,176671,176422,30-05-2023
W008,Bhubaneswar,P002,173558,173340,30-05-2023
W009,Patna,P002,175777,175487,30-05-2023
W007,Kolkata,P003,177050,177050,30-05-2023
W008,Bhubaneswar,P003,176017,176017,30-05-2023
W009,Patna,P003,168157,167918,30-05-2023
W007,Kolkata,P004,171339,171339,30-05-2023
W008,Bhubaneswar,P004,164274,163785,30-05-2023
W009,Patna,P004,168180,167645,30-05-2023
W007,Kolkata,P005,181389,181117,30-05-2023
W008,Bhubaneswar,P005,170158,170158,30-05-2023
W009,Patna,P005,172159,171655,30-05-2023
W007,Kolkata,P006,179949,179719,30-05-2023
W008,Bhubaneswar,P006,172624,172388,30-05-2023
W009,Patna,P006,176069,175830,30-05-2023
W007,Kolkata,P001,181088,180874,31-05-2023
W008,Bhubaneswar,P001,177468,176989,31-05-2023
W009,Patna,P001,168627,167734,31-05-2023
W007,Kolkata,P002,177428,177186,31-05-2023
W008,Bhubaneswar,P002,174346,174066,31-05-2023
W009,Patna,P002,176493,175965,31-05-2023
W007,Kolkata,P003,178646,178646,31-05-2023
W008,Bhubaneswar,P003,177613,177162,31-05-2023
W009,Patna,P003,169513,169268,31-05-2023
W007,Kolkata,P004,172463,172463,31-05-2023
W008,Bhubaneswar,P004,164909,164611,31-05-2023
W009,Patna,P004,168768,168555,31-05-2023
W007,Kolkata,P005,182321,182321,31-05-2023
W008,Bhubaneswar,P005,171361,171361,31-05-2023
W009,Patna,P005,172858,172858,31-05-2023
W007,Kolkata,P006,181290,180999,31-05-2023
W008,Bhubaneswar,P006,173959,173959,31-05-2023
W009,Patna,P006,177400,177154,31-05-2023
W007,Kolkata,P001,182052,181510,01-06-2023
W008,Bhubaneswar,P001,178167,178167,01-06-2023
W009,Patna,P001,168912,168706,01-06-2023
W007,Kolkata,P002,178239,177695,01-06-2023
W008,Bhubaneswar,P002,175118,175118,01-06-2023
W009,Patna,P002,177017,176729,01-06-2023
W007,Kolkata,P003,180245,180245,01-06-2023
W008,Bhubaneswar,P003,178761,178559,01-06-2023
W009,Patna,P003,170866,170593,01-06-2023
W007,Kolkata,P004,173816,173816,01-06-2023
W008,Bhubaneswar,P004,165963,165163,01-06-2023
W009,Patna,P004,169907,169484,01-06-2023
W007,Kolkata,P005,183421,183421,01-06-2023
W008,Bhubaneswar,P005,172460,171992,01-06-2023
W009,Patna,P005,173957,173957,01-06-2023
W007,Kolkata,P006,182012,181785,01-06-2023
W008,Bhubaneswar,P006,174972,174244,01-06-2023
W009,Patna,P006,178167,178167,01-06-2023
W007,Kolkata,P001,182545,182324,02-06-2023
W008,Bhubaneswar,P001,179202,179202,02-06-2023
W009,Patna,P001,169741,168972,02-06-2023
W007,Kolkata,P002,178850,178554,02-06-2023
W008,Bhubaneswar,P002,176272,176272,02-06-2023
W009,Patna,P002,177883,177601,02-06-2023
W007,Kolkata,P003,181253,181053,02-06-2023
W008,Bhubaneswar,P003,179567,179567,02-06-2023
W009,Patna,P003,171601,171601,02-06-2023
W007,Kolkata,P004,175439,175439,02-06-2023
W008,Bhubaneswar,P004,166786,166244,02-06-2023
W009,Patna,P004,171106,170570,02-06-2023
W007,Kolkata,P005,184748,184245,02-06-2023
W008,Bhubaneswar,P005,173319,172517,02-06-2023
W009,Patna,P005,175283,175012,02-06-2023
W007,Kolkata,P006,182922,182922,02-06-2023
W008,Bhubaneswar,P006,175381,174362,02-06-2023
W009,Patna,P006,179304,179304,02-06-2023
W007,Kolkata,P001,183490,182977,03-06-2023
W008,Bhubaneswar,P001,180367,180367,03-06-2023
W009,Patna,P001,170137,169908,03-06-2023
W007,Kolkata,P002,179783,179532,03-06-2023
W008,Bhubaneswar,P002,177501,177501,03-06-2023
W009,Patna,P002,178830,178609,03-06-2023
W007,Kolkata,P003,182684,182441,03-06-2023
W008,Bhubaneswar,P003,181198,181198,03-06-2023
W009,Patna,P003,173232,172754,03-06-2023
W007,Kolkata,P004,176852,176575,03-06-2023
W008,Bhubaneswar,P004,167657,167357,03-06-2023
W009,Patna,P004,171983,171983,03-06-2023
W007,Kolkata,P005,185767,185493,03-06-2023
W008,Bhubaneswar,P005,174038,173560,03-06-2023
W009,Patna,P005,176533,176256,03-06-2023
W007,Kolkata,P006,184049,183635,03-06-2023
W008,Bhubaneswar,P006,175489,175489,03-06-2023
W009,Patna,P006,180430,180430,03-06-2023
W007,Kolkata,P001,184146,183908,04-06-2023
W008,Bhubaneswar,P001,181536,181241,04-06-2023
W009,Patna,P001,171076,170134,04-06-2023
W007,Kolkata,P002,181129,180643,04-06-2023
W008,Bhubaneswar,P002,179098,179098,04-06-2023
W009,Patna,P002,180206,179967,04-06-2023
W007,Kolkata,P003,183724,183724,04-06-2023
W008,Bhubaneswar,P003,182481,181997,04-06-2023
W009,Patna,P003,174036,174036,04-06-2023
W007,Kolkata,P004,177862,177614,04-06-2023
W008,Bhubaneswar,P004,168644,168197,04-06-2023
W009,Patna,P004,173270,172830,04-06-2023
W007,Kolkata,P005,186710,186436,04-06-2023
W008,Bhubaneswar,P005,174776,174518,04-06-2023
W009,Patna,P005,177472,176999,04-06-2023
W007,Kolkata,P006,185248,184948,04-06-2023
W008,Bhubaneswar,P006,177102,176566,04-06-2023
W009,Patna,P006,182043,181540,04-06-2023
W007,Kolkata,P001,185267,185267,05-06-2023
W008,Bhubaneswar,P001,182600,182383,05-06-2023
W009,Patna,P001,171493,171260,05-06-2023
W007,Kolkata,P002,181757,181757,05-06-2023
W008,Bhubaneswar,P002,180212,178992,05-06-2023
W009,Patna,P002,181081,180264,05-06-2023
W007,Kolkata,P003,184829,184583,05-06-2023
W008,Bhubaneswar,P003,183102,183102,05-06-2023
W009,Patna,P003,175140,174883,05-06-2023
W007,Kolkata,P004,179186,178679,05-06-2023
W008,Bhubaneswar,P004,169769,169295,05-06-2023
W009,Patna,P004,174401,174169,05-06-2023
W007,Kolkata,P005,187658,187658,05-06-2023
W008,Bhubaneswar,P005,175740,175254,05-06-2023
W009,Patna,P005,178220,177965,05-06-2023
W007,Kolkata,P006,186321,186077,05-06-2023
W008,Bhubaneswar,P006,177938,177938,05-06-2023
W009,Patna,P006,182912,182616,05-06-2023
W007,Kolkata,P001,186597,186597,06-06-2023
W008,Bhubaneswar,P001,183713,183713,06-06-2023
W009,Patna,P001,172590,171831,06-06-2023
W007,Kolkata,P002,182837,182837,06-06-2023
W008,Bhubaneswar,P002,180072,179605,06-06-2023
W009,Patna,P002,181343,181343,06-06-2023
W007,Kolkata,P003,186096,185595,06-06-2023
W008,Bhubaneswar,P003,184614,183806,06-06-2023
W009,Patna,P003,176395,176395,06-06-2023
W007,Kolkata,P004,180239,179977,06-06-2023
W008,Bhubaneswar,P004,170855,170063,06-06-2023
W009,Patna,P004,175728,175256,06-06-2023
W007,Kolkata,P005,189195,188951,06-06-2023
W008,Bhubaneswar,P005,176791,176361,06-06-2023
W009,Patna,P005,179501,178731,06-06-2023
W007,Kolkata,P006,187576,187576,06-06-2023
W008,Bhubaneswar,P006,179436,179436,06-06-2023
W009,Patna,P006,184114,184114,06-06-2023
W007,Kolkata,P001,187752,187752,07-06-2023
W008,Bhubaneswar,P001,184868,184661,07-06-2023
W009,Patna,P001,172986,172986,07-06-2023
W007,Kolkata,P002,184372,184156,07-06-2023
W008,Bhubaneswar,P002,181140,180098,07-06-2023
W009,Patna,P002,182878,182617,07-06-2023
W007,Kolkata,P003,186658,186399,07-06-2023
W008,Bhubaneswar,P003,184869,184869,07-06-2023
W009,Patna,P003,177457,177457,07-06-2023
W007,Kolkata,P004,181472,180952,07-06-2023
W008,Bhubaneswar,P004,171557,171329,07-06-2023
W009,Patna,P004,176750,176513,07-06-2023
W007,Kolkata,P005,190047,190047,07-06-2023
W008,Bhubaneswar,P005,177457,176403,07-06-2023
W009,Patna,P005,179826,179598,07-06-2023
W007,Kolkata,P006,188808,188580,07-06-2023
W008,Bhubaneswar,P006,180668,180427,07-06-2023
W009,Patna,P006,185345,184617,07-06-2023
W007,Kolkata,P001,188985,188686,08-06-2023
W008,Bhubaneswar,P001,185893,185322,08-06-2023
W009,Patna,P001,174218,173732,08-06-2023
W007,Kolkata,P002,185785,185266,08-06-2023
W008,Bhubaneswar,P002,181727,181727,08-06-2023
W009,Patna,P002,184246,184042,08-06-2023
W007,Kolkata,P003,187804,187287,08-06-2023
W008,Bhubaneswar,P003,186274,185985,08-06-2023
W009,Patna,P003,178862,178638,08-06-2023
W007,Kolkata,P004,182186,181474,08-06-2023
W008,Bhubaneswar,P004,172563,172563,08-06-2023
W009,Patna,P004,177747,177503,08-06-2023
W007,Kolkata,P005,191208,190922,08-06-2023
W008,Bhubaneswar,P005,177563,177563,08-06-2023
W009,Patna,P005,180758,180062,08-06-2023
W007,Kolkata,P006,189903,189686,08-06-2023
W008,Bhubaneswar,P006,181749,181034,08-06-2023
W009,Patna,P006,185939,185491,08-06-2023
W007,Kolkata,P001,189865,189309,09-06-2023
W008,Bhubaneswar,P001,186500,186299,09-06-2023
W009,Patna,P001,174910,174489,09-06-2023
W007,Kolkata,P002,186698,186698,09-06-2023
W008,Bhubaneswar,P002,183159,182899,09-06-2023
W009,Patna,P002,185474,185222,09-06-2023
W007,Kolkata,P003,188847,188553,09-06-2023
