Order_ID,Product_ID,Customer_ID,Quantity_Ordered,Order_Date,Warehouse_ID,Total_Cost,Total_COGs
O134801,P004,C0289,209,08-05-2024,W014,313500,250800
O134802,P004,C1379,219,08-05-2024,W005,328500,262800
O134803,P004,C1204,259,08-05-2024,W010,388500,310800
O134804,P004,C1400,279,08-05-2024,W004,418500,334800
O134805,P005,C1455,241,08-05-2024,W015,301250,231962.5
O134806,P005,C1824,230,08-05-2024,W015,287500,221375
O134807,P001,C0319,219,08-05-2024,W004,109500,83220
O134808,P003,C1537,248,08-05-2024,W007,124000,74400
O134809,P006,C1616,299,08-05-2024,W010,373750,284050
O134810,P004,C1850,293,08-05-2024,W002,439500,351600
O134811,P003,C1061,253,08-05-2024,W015,126500,75900
O134812,P003,C1157,279,08-05-2024,W012,139500,83700
O134813,P005,C0285,277,08-05-2024,W004,346250,266612.5
O134814,P001,C1213,204,08-05-2024,W013,102000,77520
O134815,P001,C0050,213,08-05-2024,W008,106500,80940
O134816,P005,C1437,239,08-05-2024,W005,298750,230037.5
O134817,P003,C0923,257,08-05-2024,W002,128500,77100
O134818,P004,C0668,249,08-05-2024,W012,373500,298800
O134819,P004,C1265,264,08-05-2024,W015,396000,316800
O134820,P001,C1959,255,08-05-2024,W004,127500,96900
O134821,P002,C0002,300,08-05-2024,W004,150000,105000
O134822,P002,C1433,223,08-05-2024,W015,111500,78050
O134823,P005,C1250,265,08-05-2024,W014,331250,255062.5
O134824,P006,C0800,270,08-05-2024,W010,337500,256500
O134825,P003,C1704,228,08-05-2024,W002,114000,68400
O134826,P003,C1749,215,08-05-2024,W005,107500,64500
O134827,P005,C1179,212,08-05-2024,W004,265000,204050
O134828,P006,C1764,278,08-05-2024,W003,347500,264100
O134829,P001,C0695,282,08-05-2024,W004,141000,107160
O134830,P003,C0221,279,08-05-2024,W002,139500,83700
O134831,P003,C1357,275,08-05-2024,W008,137500,82500
O134832,P003,C0149,262,08-05-2024,W013,131000,78600
O134833,P006,C1658,211,08-05-2024,W009,263750,200450
O134834,P003,C1917,233,08-05-2024,W013,116500,69900
O134835,P004,C1615,245,08-05-2024,W015,367500,294000
O134836,P001,C0972,262,08-05-2024,W010,131000,99560
O134837,P006,C1279,209,08-05-2024,W004,261250,198550
O134838,P006,C0232,204,08-05-2024,W002,255000,193800
O134839,P001,C1705,265,08-05-2024,W006,132500,100700
O134840,P001,C0330,244,08-05-2024,W005,122000,92720
O134841,P001,C0104,277,08-05-2024,W001,138500,105260
O134842,P002,C1640,300,08-05-2024,W002,150000,105000
O134843,P002,C1699,286,08-05-2024,W012,143000,100100
O134844,P004,C1805,275,08-05-2024,W010,412500,330000
O134845,P005,C0486,269,08-05-2024,W004,336250,258912.5
O134846,P002,C1327,277,08-05-2024,W015,138500,96950
O134847,P001,C0738,233,08-05-2024,W003,116500,88540
O134848,P005,C0246,286,08-05-2024,W005,357500,275275
O134849,P003,C1738,263,08-05-2024,W012,131500,78900
O134850,P003,C1301,296,08-05-2024,W005,148000,88800
O134851,P004,C0105,231,08-05-2024,W003,346500,277200
O134852,P002,C0777,295,08-05-2024,W002,147500,103250
O134853,P004,C1710,290,08-05-2024,W015,435000,348000
O134854,P001,C0907,278,08-05-2024,W002,139000,105640
O134855,P005,C1363,213,08-05-2024,W005,266250,205012.5
O134856,P006,C0363,281,08-05-2024,W002,351250,266950
O134857,P002,C0392,232,08-05-2024,W004,116000,81200
O134858,P006,C1888,250,08-05-2024,W006,312500,237500
O134859,P002,C1704,289,08-05-2024,W002,144500,101150
O134860,P003,C1685,213,08-05-2024,W005,106500,63900
O134861,P001,C0024,295,08-05-2024,W010,147500,112100
O134862,P006,C1543,208,08-05-2024,W003,260000,197600
O134863,P004,C0581,259,09-05-2024,W004,388500,310800
O134864,P003,C1784,296,09-05-2024,W001,148000,88800
O134865,P003,C0818,287,09-05-2024,W014,143500,86100
O134866,P004,C0329,238,09-05-2024,W011,357000,285600
O134867,P003,C0191,225,09-05-2024,W004,112500,67500
O134868,P001,C1726,265,09-05-2024,W012,132500,100700
O134869,P004,C0898,281,09-05-2024,W003,421500,337200
O134870,P004,C1488,272,09-05-2024,W015,408000,326400
O134871,P003,C1878,246,09-05-2024,W010,123000,73800
O134872,P004,C1856,287,09-05-2024,W012,430500,344400
O134873,P003,C0841,214,09-05-2024,W004,107000,64200
O134874,P003,C1301,208,09-05-2024,W005,104000,62400
O134875,P004,C0796,292,09-05-2024,W012,438000,350400
O134876,P001,C1318,236,09-05-2024,W013,118000,89680
O134877,P006,C0089,257,09-05-2024,W013,321250,244150
O134878,P005,C0061,214,09-05-2024,W010,267500,205975
O134879,P003,C1217,213,09-05-2024,W001,106500,63900
O134880,P002,C1322,235,09-05-2024,W002,117500,82250
O134881,P003,C0279,294,09-05-2024,W004,147000,88200
O134882,P001,C0399,246,09-05-2024,W005,123000,93480
O134883,P006,C1841,210,09-05-2024,W004,262500,199500
O134884,P001,C0936,276,09-05-2024,W015,138000,104880
O134885,P004,C1049,274,09-05-2024,W014,411000,328800
O134886,P003,C1599,258,09-05-2024,W013,129000,77400
O134887,P002,C0424,294,09-05-2024,W014,147000,102900
O134888,P001,C0236,225,09-05-2024,W001,112500,85500
O134889,P003,C0354,269,09-05-2024,W014,134500,80700
O134890,P005,C0828,235,09-05-2024,W010,293750,226187.5
O134891,P005,C0035,281,09-05-2024,W014,351250,270462.5
O134892,P004,C0452,282,09-05-2024,W010,423000,338400
O134893,P002,C0597,270,09-05-2024,W006,135000,94500
O134894,P004,C1667,227,09-05-2024,W003,340500,272400
O134895,P004,C1380,255,09-05-2024,W015,382500,306000
O134896,P005,C0609,273,09-05-2024,W007,341250,262762.5
O134897,P005,C1767,290,09-05-2024,W015,362500,279125
O134898,P004,C0314,205,09-05-2024,W008,307500,246000
O134899,P005,C0714,248,09-05-2024,W006,310000,238700
O134900,P002,C1519,299,09-05-2024,W010,149500,104650
O134901,P002,C1296,203,09-05-2024,W005,101500,71050
O134902,P004,C1424,242,09-05-2024,W004,363000,290400
O134903,P002,C0218,229,09-05-2024,W013,114500,80150
O134904,P005,C1391,234,09-05-2024,W004,292500,225225
O134905,P001,C0518,262,09-05-2024,W003,131000,99560
O134906,P003,C0054,211,09-05-2024,W002,105500,63300
O134907,P006,C1548,237,09-05-2024,W002,296250,225150
O134908,P002,C1042,238,09-05-2024,W008,119000,83300
O134909,P005,C0481,283,09-05-2024,W014,353750,272387.5
O134910,P006,C1513,265,09-05-2024,W003,331250,251750
O134911,P001,C0142,250,09-05-2024,W002,125000,95000
O134912,P004,C0868,210,09-05-2024,W015,315000,252000
O134913,P005,C1279,251,09-05-2024,W004,313750,241587.5
O134914,P005,C1355,285,09-05-2024,W005,356250,274312.5
O134915,P005,C1919,262,09-05-2024,W015,327500,252175
O134916,P006,C1154,209,09-05-2024,W003,261250,198550
O134917,P004,C1089,278,09-05-2024,W002,417000,333600
O134918,P004,C1108,218,09-05-2024,W003,327000,261600
O134919,P006,C0292,244,09-05-2024,W006,305000,231800
O134920,P004,C1788,271,09-05-2024,W004,406500,325200
O134921,P002,C0177,222,09-05-2024,W012,111000,77700
O134922,P006,C1574,290,09-05-2024,W013,362500,275500
O134923,P004,C1320,269,09-05-2024,W005,403500,322800
O134924,P005,C1149,200,09-05-2024,W007,250000,192500
O134925,P003,C1999,270,09-05-2024,W003,135000,81000
O134926,P001,C1117,249,09-05-2024,W011,124500,94620
O134927,P003,C0285,222,09-05-2024,W004,111000,66600
O134928,P002,C1221,238,09-05-2024,W015,119000,83300
O134929,P005,C0588,266,09-05-2024,W003,332500,256025
O134930,P003,C0410,277,09-05-2024,W012,138500,83100
O134931,P002,C0243,278,09-05-2024,W003,139000,97300
O134932,P004,C1324,228,09-05-2024,W004,342000,273600
O134933,P005,C1635,297,09-05-2024,W011,371250,285862.5
O134934,P002,C0633,227,09-05-2024,W008,113500,79450
O134935,P006,C1565,241,09-05-2024,W010,301250,228950
O134936,P006,C1603,296,09-05-2024,W008,370000,281200
O134937,P006,C1669,271,09-05-2024,W015,338750,257450
O134938,P001,C0270,234,09-05-2024,W002,117000,88920
O134939,P005,C0468,200,09-05-2024,W008,250000,192500
O134940,P002,C0863,212,09-05-2024,W010,106000,74200
O134941,P001,C0703,266,09-05-2024,W010,133000,101080
O134942,P003,C1543,255,09-05-2024,W003,127500,76500
O134943,P006,C0356,200,09-05-2024,W005,250000,190000
O134944,P005,C0654,214,09-05-2024,W004,267500,205975
O134945,P002,C1369,233,09-05-2024,W015,116500,81550
O134946,P003,C0409,265,09-05-2024,W012,132500,79500
O134947,P006,C1673,225,09-05-2024,W015,281250,213750
O134948,P004,C0180,270,09-05-2024,W002,405000,324000
O134949,P003,C0090,246,09-05-2024,W004,123000,73800
O134950,P003,C1279,240,09-05-2024,W004,120000,72000
O134951,P005,C0939,295,09-05-2024,W012,368750,283937.5
O134952,P003,C1934,223,09-05-2024,W004,111500,66900
O134953,P001,C0667,214,09-05-2024,W014,107000,81320
O134954,P006,C0676,208,09-05-2024,W012,260000,197600
O134955,P006,C0583,228,09-05-2024,W007,285000,216600
O134956,P006,C0099,252,09-05-2024,W003,315000,239400
O134957,P006,C1134,207,09-05-2024,W015,258750,196650
O134958,P006,C0947,215,09-05-2024,W002,268750,204250
O134959,P004,C1682,217,09-05-2024,W015,325500,260400
O134960,P003,C0582,226,09-05-2024,W008,113000,67800
O134961,P006,C0124,259,09-05-2024,W014,323750,246050
O134962,P004,C1383,224,09-05-2024,W005,336000,268800
O134963,P005,C0902,222,09-05-2024,W014,277500,213675
O134964,P001,C1986,284,09-05-2024,W014,142000,107920
O134965,P001,C1885,207,09-05-2024,W013,103500,78660
O134966,P006,C0154,279,09-05-2024,W010,348750,265050
O134967,P001,C0306,239,09-05-2024,W008,119500,90820
O134968,P001,C0583,262,09-05-2024,W007,131000,99560
O134969,P005,C1097,216,09-05-2024,W008,270000,207900
O134970,P005,C1216,296,09-05-2024,W015,370000,284900
O134971,P006,C0499,210,09-05-2024,W005,262500,199500
O134972,P004,C1950,261,09-05-2024,W009,391500,313200
O134973,P002,C0389,289,09-05-2024,W008,144500,101150
O134974,P005,C1778,239,09-05-2024,W012,298750,230037.5
O134975,P002,C0671,221,09-05-2024,W007,110500,77350
O134976,P002,C0838,221,09-05-2024,W015,110500,77350
O134977,P002,C1786,293,09-05-2024,W004,146500,102550
O134978,P002,C1580,263,09-05-2024,W014,131500,92050
O134979,P002,C1248,251,09-05-2024,W015,125500,87850
O134980,P006,C1917,240,09-05-2024,W013,300000,228000
O134981,P001,C0868,211,09-05-2024,W015,105500,80180
O134982,P002,C1763,268,09-05-2024,W003,134000,93800
O134983,P001,C0448,287,09-05-2024,W002,143500,109060
O134984,P006,C1743,233,09-05-2024,W013,291250,221350
O134985,P002,C1726,278,09-05-2024,W012,139000,97300
O134986,P002,C0450,300,09-05-2024,W010,150000,105000
O134987,P003,C1918,254,09-05-2024,W010,127000,76200
O134988,P005,C1703,229,09-05-2024,W015,286250,220412.5
O134989,P005,C1725,213,09-05-2024,W005,266250,205012.5
O134990,P006,C0231,255,09-05-2024,W006,318750,242250
O134991,P001,C0353,218,09-05-2024,W002,109000,82840
O134992,P001,C1953,273,09-05-2024,W015,136500,103740
O134993,P003,C0192,234,09-05-2024,W014,117000,70200
O134994,P001,C0890,214,09-05-2024,W006,107000,81320
O134995,P004,C0111,298,09-05-2024,W006,447000,357600
O134996,P002,C1934,267,09-05-2024,W004,133500,93450
O134997,P006,C0812,283,09-05-2024,W005,353750,268850
O134998,P004,C1669,262,09-05-2024,W015,393000,314400
O134999,P002,C0535,229,09-05-2024,W015,114500,80150
O135000,P003,C1952,297,09-05-2024,W014,148500,89100
O135001,P001,C1071,263,09-05-2024,W010,131500,99940
O135002,P003,C1802,225,09-05-2024,W011,112500,67500
O135003,P006,C0091,201,09-05-2024,W006,251250,190950
O135004,P004,C0246,227,09-05-2024,W005,340500,272400
O135005,P006,C0210,202,09-05-2024,W003,252500,191900
O135006,P001,C0795,268,09-05-2024,W002,134000,101840
O135007,P006,C1434,281,09-05-2024,W004,351250,266950
O135008,P003,C1377,289,09-05-2024,W006,144500,86700
O135009,P004,C1288,222,09-05-2024,W002,333000,266400
O135010,P006,C0470,259,09-05-2024,W015,323750,246050
O135011,P001,C1365,212,09-05-2024,W002,106000,80560
O135012,P002,C1296,234,09-05-2024,W005,117000,81900
O135013,P004,C1501,230,09-05-2024,W002,345000,276000
O135014,P005,C1794,244,09-05-2024,W008,305000,234850
O135015,P006,C1489,228,09-05-2024,W002,285000,216600
O135016,P003,C1084,275,09-05-2024,W006,137500,82500
O135017,P005,C1745,263,09-05-2024,W003,328750,253137.5
O135018,P003,C0435,205,09-05-2024,W009,102500,61500
O135019,P006,C1487,273,09-05-2024,W002,341250,259350
O135020,P005,C1250,255,09-05-2024,W014,318750,245437.5
O135021,P003,C0242,296,09-05-2024,W015,148000,88800
O135022,P004,C0893,201,09-05-2024,W012,301500,241200
O135023,P002,C0023,223,09-05-2024,W002,111500,78050
O135024,P004,C1348,292,09-05-2024,W014,438000,350400
O135025,P002,C0952,290,09-05-2024,W002,145000,101500
O135026,P003,C0673,292,09-05-2024,W010,146000,87600
O135027,P004,C1529,213,09-05-2024,W015,319500,255600
O135028,P002,C0386,224,09-05-2024,W012,112000,78400
O135029,P005,C0705,236,09-05-2024,W004,295000,227150
O135030,P001,C0641,267,09-05-2024,W007,133500,101460
O135031,P006,C1946,210,09-05-2024,W015,262500,199500
O135032,P004,C0162,250,09-05-2024,W004,375000,300000
O135033,P001,C1796,231,09-05-2024,W012,115500,87780
O135034,P003,C1316,249,09-05-2024,W002,124500,74700
O135035,P004,C0560,268,09-05-2024,W008,402000,321600
O135036,P005,C1781,223,09-05-2024,W010,278750,214637.5
O135037,P001,C1486,218,09-05-2024,W010,109000,82840
O135038,P006,C0562,258,09-05-2024,W005,322500,245100
O135039,P005,C1771,266,09-05-2024,W010,332500,256025
O135040,P002,C0838,202,09-05-2024,W015,101000,70700
O135041,P004,C0274,237,09-05-2024,W003,355500,284400
O135042,P002,C0357,243,09-05-2024,W004,121500,85050
O135043,P004,C1779,246,09-05-2024,W004,369000,295200
O135044,P005,C0660,285,09-05-2024,W015,356250,274312.5
O135045,P003,C1866,300,09-05-2024,W002,150000,90000
O135046,P002,C1361,282,09-05-2024,W015,141000,98700
O135047,P001,C1197,262,09-05-2024,W012,131000,99560
O135048,P005,C0727,288,09-05-2024,W010,360000,277200
O135049,P002,C1526,280,09-05-2024,W012,140000,98000
O135050,P003,C0630,208,09-05-2024,W003,104000,62400
O135051,P004,C1109,276,09-05-2024,W012,414000,331200
O135052,P005,C0614,276,09-05-2024,W014,345000,265650
O135053,P002,C1854,226,09-05-2024,W008,113000,79100
O135054,P006,C1056,280,09-05-2024,W004,350000,266000
O135055,P005,C1942,272,09-05-2024,W015,340000,261800
O135056,P003,C1887,270,09-05-2024,W004,135000,81000
O135057,P006,C1122,235,09-05-2024,W005,293750,223250
O135058,P002,C1855,256,09-05-2024,W013,128000,89600
O135059,P001,C1540,271,09-05-2024,W001,135500,102980
O135060,P005,C0204,210,09-05-2024,W015,262500,202125
O135061,P003,C1861,218,09-05-2024,W002,109000,65400
O135062,P006,C0005,219,09-05-2024,W006,273750,208050
O135063,P003,C1433,205,09-05-2024,W015,102500,61500
O135064,P004,C1497,288,09-05-2024,W002,432000,345600
O135065,P004,C0648,219,09-05-2024,W015,328500,262800
O135066,P004,C0446,247,09-05-2024,W013,370500,296400
O135067,P005,C1673,232,09-05-2024,W015,290000,223300
O135068,P005,C1271,262,09-05-2024,W006,327500,252175
O135069,P004,C0084,288,09-05-2024,W004,432000,345600
O135070,P005,C1045,299,09-05-2024,W012,373750,287787.5
O135071,P001,C1871,234,09-05-2024,W010,117000,88920
O135072,P002,C0739,247,09-05-2024,W006,123500,86450
O135073,P006,C0255,289,09-05-2024,W006,361250,274550
O135074,P001,C1041,205,09-05-2024,W003,102500,77900
O135075,P006,C1162,238,09-05-2024,W002,297500,226100
O135076,P004,C1477,273,09-05-2024,W013,409500,327600
O135077,P003,C0708,269,09-05-2024,W005,134500,80700
O135078,P002,C0178,241,09-05-2024,W004,120500,84350
O135079,P002,C0021,291,09-05-2024,W012,145500,101850
O135080,P006,C0453,245,09-05-2024,W004,306250,232750
O135081,P005,C1770,265,09-05-2024,W013,331250,255062.5
O135082,P003,C0335,221,09-05-2024,W015,110500,66300
O135083,P002,C0125,291,09-05-2024,W004,145500,101850
O135084,P006,C0427,300,09-05-2024,W003,375000,285000
O135085,P005,C0373,261,09-05-2024,W015,326250,251212.5
O135086,P005,C0396,254,09-05-2024,W013,317500,244475
O135087,P001,C1600,236,09-05-2024,W007,118000,89680
O135088,P003,C0374,271,09-05-2024,W012,135500,81300
O135089,P004,C0702,277,09-05-2024,W014,415500,332400
O135090,P002,C0052,212,09-05-2024,W015,106000,74200
O135091,P002,C1176,232,09-05-2024,W015,116000,81200
O135092,P006,C0131,244,09-05-2024,W015,305000,231800
O135093,P001,C1906,267,09-05-2024,W015,133500,101460
O135094,P002,C0804,289,09-05-2024,W006,144500,101150
O135095,P006,C1184,249,09-05-2024,W004,311250,236550
O135096,P003,C1979,263,09-05-2024,W004,131500,78900
O135097,P002,C1721,243,09-05-2024,W006,121500,85050
O135098,P001,C1537,277,09-05-2024,W007,138500,105260
O135099,P003,C1870,292,09-05-2024,W013,146000,87600
O135100,P003,C0794,252,09-05-2024,W004,126000,75600
O135101,P004,C0017,244,09-05-2024,W013,366000,292800
O135102,P004,C1413,246,09-05-2024,W007,369000,295200
O135103,P001,C1838,228,09-05-2024,W002,114000,86640
O135104,P005,C1000,254,09-05-2024,W001,317500,244475
O135105,P005,C1056,221,09-05-2024,W004,276250,212712.5
O135106,P005,C1563,241,09-05-2024,W013,301250,231962.5
O135107,P006,C1231,245,09-05-2024,W003,306250,232750
O135108,P001,C1488,264,09-05-2024,W015,132000,100320
O135109,P001,C0450,264,09-05-2024,W010,132000,100320
O135110,P004,C1540,233,09-05-2024,W001,349500,279600
O135111,P006,C1959,297,09-05-2024,W004,371250,282150
O135112,P001,C0553,235,09-05-2024,W002,117500,89300
O135113,P005,C1064,225,09-05-2024,W015,281250,216562.5
O135114,P002,C0395,208,09-05-2024,W010,104000,72800
O135115,P004,C0732,300,09-05-2024,W008,450000,360000
O135116,P004,C1643,294,09-05-2024,W010,441000,352800
O135117,P002,C1495,234,09-05-2024,W015,117000,81900
O135118,P002,C0300,258,09-05-2024,W015,129000,90300
O135119,P003,C0228,214,09-05-2024,W004,107000,64200
O135120,P003,C1468,283,09-05-2024,W004,141500,84900
O135121,P003,C0979,275,09-05-2024,W013,137500,82500
O135122,P002,C0753,284,09-05-2024,W015,142000,99400
O135123,P005,C1414,247,09-05-2024,W006,308750,237737.5
O135124,P004,C0947,253,09-05-2024,W002,379500,303600
O135125,P001,C1852,258,09-05-2024,W004,129000,98040
O135126,P006,C0581,212,09-05-2024,W004,265000,201400
O135127,P005,C1793,283,09-05-2024,W009,353750,272387.5
O135128,P002,C0128,259,09-05-2024,W002,129500,90650
O135129,P002,C1036,242,09-05-2024,W010,121000,84700
O135130,P005,C0104,203,09-05-2024,W001,253750,195387.5
O135131,P004,C0698,266,09-05-2024,W015,399000,319200
O135132,P006,C1545,278,09-05-2024,W015,347500,264100
O135133,P004,C1582,241,09-05-2024,W006,361500,289200
O135134,P004,C1296,270,09-05-2024,W005,405000,324000
O135135,P002,C1809,292,09-05-2024,W015,146000,102200
O135136,P002,C0357,214,10-05-2024,W004,107000,74900
O135137,P005,C1434,235,10-05-2024,W004,293750,226187.5
O135138,P005,C1199,205,10-05-2024,W015,256250,197312.5
O135139,P001,C1864,235,10-05-2024,W010,117500,89300
O135140,P006,C1737,245,10-05-2024,W010,306250,232750
O135141,P005,C0662,226,10-05-2024,W001,282500,217525
O135142,P005,C0958,231,10-05-2024,W014,288750,222337.5
O135143,P006,C0284,264,10-05-2024,W004,330000,250800
O135144,P005,C0100,296,10-05-2024,W005,370000,284900
O135145,P001,C1820,205,10-05-2024,W006,102500,77900
O135146,P001,C0736,289,10-05-2024,W007,144500,109820
O135147,P002,C1673,256,10-05-2024,W015,128000,89600
O135148,P005,C1053,279,10-05-2024,W001,348750,268537.5
O135149,P004,C1023,277,10-05-2024,W003,415500,332400
O135150,P001,C1303,293,10-05-2024,W010,146500,111340
O135151,P001,C0788,231,10-05-2024,W014,115500,87780
O135152,P002,C1855,223,10-05-2024,W013,111500,78050
O135153,P006,C0481,274,10-05-2024,W014,342500,260300
O135154,P004,C1984,254,10-05-2024,W004,381000,304800
O135155,P003,C0407,241,10-05-2024,W014,120500,72300
O135156,P005,C0358,237,10-05-2024,W014,296250,228112.5
O135157,P005,C1930,236,10-05-2024,W002,295000,227150
O135158,P003,C1710,252,10-05-2024,W015,126000,75600
O135159,P001,C0715,231,10-05-2024,W014,115500,87780
O135160,P005,C1664,250,10-05-2024,W015,312500,240625
O135161,P002,C0916,236,10-05-2024,W014,118000,82600
O135162,P006,C1626,262,10-05-2024,W006,327500,248900
O135163,P002,C0030,280,10-05-2024,W014,140000,98000
O135164,P006,C0728,247,10-05-2024,W006,308750,234650
O135165,P006,C0856,226,10-05-2024,W010,282500,214700
O135166,P004,C0623,206,10-05-2024,W006,309000,247200
O135167,P006,C0771,285,10-05-2024,W004,356250,270750
O135168,P004,C1653,224,10-05-2024,W002,336000,268800
O135169,P001,C1762,275,10-05-2024,W003,137500,104500
O135170,P003,C0748,202,10-05-2024,W002,101000,60600
O135171,P004,C1834,251,10-05-2024,W008,376500,301200
O135172,P001,C0891,200,10-05-2024,W005,100000,76000
O135173,P004,C1834,263,10-05-2024,W008,394500,315600
O135174,P003,C0902,265,10-05-2024,W014,132500,79500
O135175,P003,C1884,220,10-05-2024,W004,110000,66000
O135176,P006,C1949,218,10-05-2024,W009,272500,207100
O135177,P004,C0750,229,10-05-2024,W006,343500,274800
O135178,P004,C0571,238,10-05-2024,W015,357000,285600
O135179,P002,C1947,276,10-05-2024,W012,138000,96600
O135180,P003,C0622,207,10-05-2024,W004,103500,62100
O135181,P001,C1160,280,10-05-2024,W013,140000,106400
O135182,P006,C1795,233,10-05-2024,W010,291250,221350
O135183,P005,C1290,235,10-05-2024,W010,293750,226187.5
O135184,P005,C0176,255,10-05-2024,W004,318750,245437.5
O135185,P001,C1654,212,10-05-2024,W006,106000,80560
O135186,P005,C0059,224,10-05-2024,W005,280000,215600
O135187,P003,C0697,236,10-05-2024,W007,118000,70800
O135188,P005,C0224,274,10-05-2024,W005,342500,263725
O135189,P004,C1036,256,10-05-2024,W010,384000,307200
O135190,P006,C1831,279,10-05-2024,W005,348750,265050
O135191,P003,C1952,215,10-05-2024,W014,107500,64500
O135192,P004,C1631,254,10-05-2024,W007,381000,304800
O135193,P006,C0275,265,10-05-2024,W006,331250,251750
O135194,P006,C0460,207,10-05-2024,W010,258750,196650
O135195,P003,C0241,247,10-05-2024,W006,123500,74100
O135196,P006,C1858,231,10-05-2024,W005,288750,219450
O135197,P006,C0575,260,10-05-2024,W010,325000,247000
O135198,P005,C0436,243,10-05-2024,W002,303750,233887.5
O135199,P002,C0604,276,10-05-2024,W004,138000,96600
O135200,P003,C0349,210,10-05-2024,W013,105000,63000
O135201,P005,C0692,300,10-05-2024,W015,375000,288750
O135202,P006,C1775,225,10-05-2024,W004,281250,213750
O135203,P001,C1147,261,10-05-2024,W003,130500,99180
O135204,P005,C0866,276,10-05-2024,W015,345000,265650
O135205,P001,C0559,240,10-05-2024,W013,120000,91200
O135206,P006,C0830,290,10-05-2024,W015,362500,275500
O135207,P003,C1760,288,10-05-2024,W012,144000,86400
O135208,P005,C0626,241,10-05-2024,W010,301250,231962.5
O135209,P005,C0970,251,10-05-2024,W010,313750,241587.5
O135210,P002,C1990,219,10-05-2024,W011,109500,76650
O135211,P004,C0893,244,10-05-2024,W012,366000,292800
O135212,P002,C0283,233,10-05-2024,W001,116500,81550
O135213,P005,C0836,282,10-05-2024,W004,352500,271425
O135214,P004,C0813,272,10-05-2024,W010,408000,326400
O135215,P002,C1773,285,10-05-2024,W015,142500,99750
O135216,P004,C0326,222,10-05-2024,W008,333000,266400
O135217,P003,C0670,208,10-05-2024,W005,104000,62400
O135218,P002,C0723,211,10-05-2024,W004,105500,73850
O135219,P003,C1294,250,10-05-2024,W006,125000,75000
O135220,P002,C1823,209,10-05-2024,W004,104500,73150
O135221,P006,C0508,235,10-05-2024,W012,293750,223250
O135222,P001,C0014,279,10-05-2024,W015,139500,106020
O135223,P002,C1979,251,10-05-2024,W004,125500,87850
O135224,P001,C1390,233,10-05-2024,W001,116500,88540
O135225,P005,C0915,220,10-05-2024,W004,275000,211750
O135226,P006,C1392,281,10-05-2024,W012,351250,266950
O135227,P003,C1577,233,10-05-2024,W012,116500,69900
O135228,P004,C1371,276,10-05-2024,W011,414000,331200
O135229,P005,C1029,263,10-05-2024,W004,328750,253137.5
O135230,P003,C1071,259,10-05-2024,W010,129500,77700
O135231,P001,C1110,219,10-05-2024,W011,109500,83220
O135232,P004,C0418,256,10-05-2024,W003,384000,307200
O135233,P003,C0050,204,10-05-2024,W008,102000,61200
O135234,P004,C0424,228,10-05-2024,W014,342000,273600
O135235,P001,C0134,294,10-05-2024,W015,147000,111720
O135236,P004,C0546,223,10-05-2024,W015,334500,267600
O135237,P006,C0091,284,10-05-2024,W006,355000,269800
O135238,P004,C1385,260,10-05-2024,W006,390000,312000
O135239,P006,C1935,239,10-05-2024,W014,298750,227050
O135240,P001,C0998,293,10-05-2024,W010,146500,111340
O135241,P003,C0324,243,10-05-2024,W004,121500,72900
O135242,P004,C1071,243,10-05-2024,W010,364500,291600
O135243,P001,C1217,248,10-05-2024,W001,124000,94240
O135244,P004,C0883,208,10-05-2024,W013,312000,249600
O135245,P004,C0992,208,10-05-2024,W006,312000,249600
O135246,P006,C1994,241,10-05-2024,W004,301250,228950
O135247,P005,C1928,273,10-05-2024,W013,341250,262762.5
O135248,P004,C0583,208,10-05-2024,W007,312000,249600
O135249,P003,C0342,265,10-05-2024,W010,132500,79500
O135250,P001,C0996,262,10-05-2024,W008,131000,99560
O135251,P003,C1906,233,10-05-2024,W015,116500,69900
O135252,P001,C0471,271,10-05-2024,W012,135500,102980
O135253,P004,C1357,200,10-05-2024,W008,300000,240000
O135254,P002,C1830,217,10-05-2024,W014,108500,75950
O135255,P003,C1295,222,10-05-2024,W013,111000,66600
O135256,P004,C0445,206,10-05-2024,W015,309000,247200
O135257,P005,C0706,233,10-05-2024,W010,291250,224262.5
O135258,P004,C0577,289,10-05-2024,W008,433500,346800
O135259,P004,C1958,268,10-05-2024,W003,402000,321600
O135260,P006,C0188,292,10-05-2024,W004,365000,277400
O135261,P001,C1601,286,10-05-2024,W002,143000,108680
O135262,P002,C0185,202,10-05-2024,W002,101000,70700
O135263,P004,C1382,273,10-05-2024,W006,409500,327600
O135264,P005,C0756,270,10-05-2024,W009,337500,259875
O135265,P001,C1131,288,10-05-2024,W013,144000,109440
O135266,P004,C0633,266,10-05-2024,W008,399000,319200
O135267,P006,C0981,288,10-05-2024,W009,360000,273600
O135268,P004,C0331,223,10-05-2024,W011,334500,267600
O135269,P005,C0801,202,10-05-2024,W005,252500,194425
O135270,P002,C1403,260,10-05-2024,W004,130000,91000
O135271,P005,C0349,201,10-05-2024,W013,251250,193462.5
O135272,P002,C1516,293,10-05-2024,W015,146500,102550
O135273,P002,C1344,262,10-05-2024,W005,131000,91700
O135274,P005,C0363,230,10-05-2024,W002,287500,221375
O135275,P002,C1666,238,10-05-2024,W003,119000,83300
O135276,P006,C1865,289,10-05-2024,W012,361250,274550
O135277,P001,C1599,259,10-05-2024,W013,129500,98420
